text,label
"Thịt hầm vu quy  
 Thịt ba rọi hấp cách thủy với nước gạo cẩm tạo thành món thịt hầm vu quy hấp dẫn. Món này phù hợp với tiệc cưới. 
 Nguyên liệu:  
 - 500gr thịt ba rọi- 1 nhánh gừng, băm nhỏ- 1 muỗng cà-phê bột nêm gà- 2 muỗng cà-phê đường- 2 muỗng cà-phê gạo nếp cẩm- 2 cánh hồi- 1 miếng quế- 2 muỗng canh nước đậu phụ nhự đỏ (chao)- 3 nhánh hành tươi, cắt khúc- 2 muỗng cà-phê rượu 
 Thực hiện:  
  
 ",Khac
"Chính phủ Kenya bị chỉ trích là đã tiêu hơn 12 triệu đôla để mua các loại xe hơi sang trọng vào thời điểm hàng triệu người dân nước này đang sắp chết đói. Lời chỉ trích được đưa ra trong bản báo cáo của tổ chức Minh Bạch Quốc tế và uỷ ban Nhân quyền quốc gia Kenya. 
 Theo bản báo cáo, chính phủ của Tổng thống Mwai Kibaki đã mua các loại xe Mercedes Benz và các xe hai cầu trong vòng 20 tháng lên cầm quyền, trong khi đã hứa sẽ chống nạn tham nhũng và nghèo đói.  
 Báo cáo ""Tính toán chi phí tiêu xài chính thức tại Kenya"" cho biết sau khi lên nắm quyền năm 2003, chính phủ của Tổng thống Mwai Kibaki đã vung tiền ra mua hàng loạt xe hơi sang trọng. Chỉ trong vòng 20 tháng, họ đã mua gần 150 chiếc xe, trong đó có 57 xe sang trọng Mercedez-Benz và xe thể thao đa dụng cùng 42 chiếc Land Cruiser.  
 Theo như bản báo cáo này, số tiền mua xe có thể giúp cho 25 ngàn học sinh Kenya được đến trường trong 8 năm. Việc vung tiền ra như thế cho thấy các nỗ lực nhằm chống đói nghèo và tăng cường hiểu biết về tham nhũng cấp cao chỉ là một trò hề.  
 Chính phủ Kenya cho đến giờ vẫn chưa có phản ứng chính thức nào đối với bản báo cáo. Đã có nhiều cáo buộc về chuyện giới chức Kenya tham nhũng, trong đó có những cáo buộc đưa ra tuần trước rằng một số bộ trưởng đã tìm cách biển thủ hàng triệu đôla từ các nguồn quỹ công. 
  
 ",Khac
"Bầu cử đại biểu HĐND: Một số nơi phải bầu bổ sung  
 Cuộc bầu cử ngày 25/4 qua kiểm phiếu đã phát hiện một số đơn vị bầu thiếu đại biểu, số phiếu thu nhiều hơn số phiếu phát ra. Những trường hợp này sẽ được Chính phủ trình Ủy ban thường vụ Quốc hội xem xét, quyết định việc bầu lại hoặc bầu bổ sung. 
 Cụ thể, tại xã Nghi Vạn (huyện Nghi Lộc, Nghệ An), qua kiểm phiếu thấy ở cấp xã số phiếu thu vào dư 200 phiếu so với số phát ra; cấp huyện dư 170 phiếu, cấp tỉnh dư 160 phiếu so với số phiếu đã phát ra. Tại khu vực bỏ phiếu số 9 thôn Đông Giao (xã Lương Điền, Cẩm Giàng, Hải Dương), số phiếu thu vào cũng dôi ra 39 tờ so với số phiếu đã phát ra.  
 Tình trạng bầu thiếu đại biểu cũng xảy ra ở nhiều địa phương. Có tới 5/7 khu vực bỏ phiếu bầu đại biểu HĐND thành phố Phan Thiết (Bình Thuận) phải bầu thêm vì không đủ 2/3 số đại biểu được bầu. Tại Hưng Yên, kết quả sơ bộ cho thấy thiếu tới 50 đại biểu HĐND cấp xã.  
 Tại Thừa Thiên - Huế, cấp xã bầu thiếu 46 đại biểu, thiếu nhiều nhất là huyện Phú Vang (14 đại biểu). Trong đó có ba xã Thủy Bằng (huyện Hương Thủy), Phú Thanh, Phú Diên (Phú Vang) do số đại biểu đắc cử không đủ hai phần ba số lượng ấn định nên phải bầu lại vào ngày chủ nhật tới (2/5). 
 Hội đồng bầu cử TP Đà Nẵng đã quyết định hủy kết quả bầu cử của tổ bầu cử số 7 phường Mân Thái, thuộc ban bầu cử số 9 quận Sơn Trà, lý do toàn bộ 2.874 phiếu bầu cử HĐND ba cấp của đơn vị này đã quên... không đóng dấu của tổ bầu cử.  
 Theo quyết định của Hội đồng bầu cử TP Đà Nẵng, toàn bộ cử tri thuộc tổ bầu cử số 7 sẽ phải đi bỏ phiếu lại để có kết quả bầu cử hợp lệ. Dự kiến, việc bầu cử lại sẽ được tổ chức vào ngày 2/5 hoặc 9/5.  
 Kết quả kiểm phiếu tại đơn vị bầu cử số 8 của Quảng Bình (gồm 8 xã, phường thuộc thị xã Đồng Hới) cho thấy, Bí thư Tỉnh uỷ, Chủ tịch HĐND đương nhiệm, ông Đinh Hữu Cường được 53% phiếu bầu, xếp thứ 4 trong số 5 ứng cử viên. Do chỉ lấy 3 đại biểu nên ông Cường đã bị trượt. 
  
 ",Chinhtrixahoi
" Lại phát hiện hàm ếch khổng lồ tại đường dẫn cầu Văn Thánh 2 Những xe tải nặng vẫn qua lại trên đường dẫn với hàm ếch phía dưới rất nguy hiểm (NLĐ) - Như kế hoạch, ngày 18-3, Tổng Công ty Xây dựng công trình giao thông 6 đã tiến hành sửa chữa khắc phục tại mố M2 đầu đường dẫn lên cầu Văn Thánh 2. 
 Trở lại hiện trường, chúng tôi giật mình khi chứng kiến những lớp đá xanh được bốc lên (lớp đá được gia cố tạm bợ vào rạng sáng 16-3) là một hàm ếch khổng lồ. Phía dưới là đống hỗn độn đủ thứ đất đá, que củi, bịch nhựa ni-lông... Nhìn sang hai bên, ngoài hai thanh neo bị tụt và oằn xuống, dọc theo đó là những ngõ ngách chạy vòng vèo dưới lòng đất giống như đường địa đạo cộng thêm tiếng gió lồng lộng.  
 Hiện lỗ hổng đã được phun vữa bê tông. Theo đơn vị thi công, việc sửa chữa sẽ thực hiện trong 10 -15 ngày. Ngoài ra, sẽ bóc phần đường dẫn ở phía hai bờ tường để phun vữa bê tông vì phía dưới cũng đang rỗng. Đại diện Ban Quản lý dự án công trình cầu đường Nguyễn Hữu Cảnh cho biết hàng trăm mét khối vữa bê tông đã bị nuốt chửng mất tăm và không biết bao nhiêu mét khối bê tông mới đủ.  
 Theo các chuyên gia xây dựng cầu đường, việc xây dựng đường dẫn theo phương án sàn giảm tải sẽ có nhiều nhược điểm. Tại công trình cầu đường Nguyễn Hữu Cảnh, họ đã từng cảnh báo, thế nhưng không hiểu sao các đơn vị vẫn làm ngơ.  
 Theo ông Nguyễn Quốc Huy, công tác tại Viện Khoa học Thủy sản Hà Nội, phương pháp phụt cao áp xử lý nền đất yếu đối với công trình đường Nguyễn Hữu Cảnh là rất hợp lý. Phương pháp này có thể xử lý từng khu vực riêng biệt và trong mỗi khu vực có thể xử lý từng lớp nền riêng biệt ở độ sâu tùy ý... Ngoài ra, tại Việt Nam đã ứng dụng phương pháp mới phụt vữa cao cấp theo công nghệ Nhật. Thế nhưng, ở công trình Nguyễn Hữu Cảnh vẫn chưa thấy áp dụng.  
  
 ",Chinhtrixahoi
" Đà Nẵng: Từ 1-2006, dùng gas cho xe gắn máy Ngày 27-12, GS-TSKH Bùi Văn Ga - Giám đốc ĐH Đà Nẵng cho biết việc chế tạo phụ kiện để chuyển đổi nhiên liệu sử dụng của xe gắn máy từ xăng sang gas đã được khẩn trương tiến hành sau khi Cục Đăng kiểm Việt Nam cấp phép.Việc chuyển đổi cho 100 xe mô tô, gắn máy trên địa bàn thành phố sẽ được triển khai từ đầu tháng 1/2006. Nguồn kinh phí chuyển đổi cho số lượng xe nói trên do UBND TP Đà Nẵng hỗ trợ hoàn toàn. Hiện tại Đà Nẵng, các địa điểm nạp gas cho xe gắn máy và ô tô đã được xây dựng.  
  
 ",Chinhtrixahoi
" Xin… ở lại lớp!  
 Định bụng sẽ lên gặp trực tiếp cô để trao đổi nhưng sau đó vài ngày tôi đã được nhà trường mời lên trao đổi : “Bé nhà chị viết rất chậm, chữ lại xấu, giáo viên đã cầm tay nắn rất nhiều lần nhưng không tiến bộ...”. Vâng, thường ngày xem tập của cháu tôi cũng thấy chữ viết không đẹp, nhưng tôi nghĩ mới vào lớp 1 mà, tay trẻ còn yếu… nên không lo lắng nhiều. Cô giáo tiếp lời: “Bởi vậy nên buổi tối chị hãy cho bé qua nhà em kèm thêm...”. Được gợi ý như thế, tôi đâu dám từ chối...  
 Thế là ngày ngày, sau khi học hai buổi ở trường, đến 16g30 tôi lại đón con, cho con ăn đỡ ổ bánh mì hay hộp xôi rồi chở thẳng đến nhà cô chủ nhiệm cách đó 3km để rèn chữ. Khách quan mà nói con tôi tiến bộ hẳn lên từ khi được cô kèm cặp.  
 Cuối học kỳ hai lớp 1, cô giáo lại mời tôi lên, nhận xét: “So với các bạn trong lớp thì bé còn yếu lắm. Nhưng qui định mới của Bộ GD-ĐT tạo mọi điều kiện cho trẻ lên lớp. Vì thế, năm học sau gia đình cố gắng quan tâm cho bé học tập tốt hơn”. Tâm lý phụ huynh đâu ai muốn con mình ở lại lớp, tôi mừng rỡ, cảm ơn cô chủ nhiệm rất nhiều lần trước khi ra về.  
 “May mắn” thay, năm nay lớp 2 con tôi lại được học cô giáo của năm lớp 1. Và tôi vẫn thực hiện thời gian biểu hằng ngày sáng đưa con đi, 16g30 chiều rước về…nhà cô giáo. Cuối học kỳ I vừa rồi, nghe con than thở chán học, mệt mỏi, buồn ngủ… tôi mới nghiêm túc suy xét. Thì ra mặc dù có tiến bộ nhưng con tôi vẫn “thua chị kém em” so với các bạn trong lớp.  
 Thêm nữa, vì là trường điểm nên yêu cầu quá cao, phải là 100% HS/lớp viết chữ đẹp, không em nào được viết chữ xấu. Có thế nhà trường mới đạt được danh hiệu “Vở sạch, chữ đẹp” giải tập thể. Bởi lý do đó, mỗi ngày sau khi học thêm ở nhà cô chủ nhiệm, khi về nhà con tôi chỉ kịp tắm rửa qua loa, ăn cơm vội vàng để gò lưng chép lại mấy cuốn tập từ hồi đầu năm đến giờ cho sạch, cho đẹp…  
 HS trường điểm sao khổ quá. Có lẽ năm nay tôi sẽ xin cô giáo cho con tôi ở lại lớp...  
  
 ",Chinhtrixahoi
" Chương trình học bổng của tập đoàn Siemens, Đức 
 Một trong những quyền lợi của SV được nhận học bổng là có cơ hội làm việc tại Siemens sau khi tốt nghiệp.  
 Học bổng được bắt đầu cấp từ tháng 9-2006 và kéo dài 12 tháng. Mức học bổng dành cho SV ĐH năm cuối gồm trợ cấp ăn, ở (tương đương 20 USD/tháng) và học phí đến tổng cộng tối đa số tiền tương đương 360 USD/năm. Học viên Cao học năm cuối được nhận trợ cấp ăn, ở số tiền tương đương 30 USD/tháng và học phí đến tối đa tương đương 760 USD/năm.  
 Ngoài ra, các SV được nhận học bổng có cơ hội thực tập tại Siemens nhằm nâng cao kinh nghiệm thực tế bên cạnh việc học tập. Trong quá trình thực tập, SV nhận HB sẽ đưa ra các đề xuất của mình và sẽ nhận được sự ủng hộ và giúp đỡ từ phía Siemens.  
 Điều kiện xin học bổng: Kết quả học tập tốt (điểm trung bình tối thiểu là 8,0), tiếng Anh loại khá, đạt kết quả khá trong bài kiểm tra xử lý thông minh, ứng viên cần tham dự phỏng vấn tại hội đồng xét chọn Đức - Việt của DAAD và Siemens tại Hà Nội hay TP.HCM và sẵn sàng tham gia khóa học tiếng Đức, trong thời gian học ĐH/Cao học, sẵn sàng làm thực tập tại Siemens. Trong thời gian hưởng học bổng tại chỗ của DAAD-Siemens, SV không được nhận học bổng của các tổ chức khác (trừ trường hợp được miễn học phí).  
 Hồ sơ xin học bổng gồm: Mẫu đơn đã điền đầy đủ (đơn nhận tại Văn phòng đại diện DAAD Hà Nội hoặc trên Internet theo địa chỉ www.daadvn.org/siemens ), sơ yếu lý lịch tự thuật, bảng điểm của các học kỳ đã học, chứng chỉ ngoại ngữ tiếng Anh.  
 Hồ sơ gửi đến địa chỉ: Văn phòng Đại diện DAAD Hà Nội/Siemens, Trung tâm Việt - Đức (Trường ĐH Bách khoa Hà Nội, 1 Đại Cồ Việt, Hà Nội). Hạn chót để nộp hồ sơ là ngày 31-5- 2006, kết quả tuyển chọn sẽ công bố vào ngày 31-7- 2006.  
  
 ",Chinhtrixahoi
"Bộ Giáo dục - Đào tạo (GD -ĐT) và UBND TP.HCM đã quyết định phối hợp tổ chức Hội chợ triển lãm sách - thiết bị giáo dục từ ngày 14 - 17/5 tại TP.HCM nhằm giới thiệu sách giáo khoa và những mẫu thiết bị dạy học mới nhất phục vụ năm học tới (2006-2007), đồng thời để mở rộng quan hệ quốc tế trong lĩnh vực này. 
 Sản phẩm trưng bày gồm sách giáo khoa và thiết bị dùng trong hoạt động giáo dục toàn diện của nhà trường. Theo Ban tổ chức, đã có 32 đơn vị thuộc Bộ GD-ĐT, các sở GD-ĐT, nhà xuất bản và công ty sản xuất, cung ứng thiết bị giáo dục trên cả nước tham gia, với 150 gian hàng. Đây là hội chợ triển lãm sách - thiết bị giáo dục quy mô lớn nhất từ trước đến nay. 
  
 ",Chinhtrixahoi
" Điều tra cái chết của cựu tổng thống Nam Tư 
 Cựu tổng thống Nam Tư Slobodan Milosevic chết chỉ ít tháng trước khi kết thúc phiên tòa xét xử ông với các tội danh gây tội ác chiến tranh tại vùng Balkan trong những năm 1990. Tòa án này đã yêu cầu khám nghiệm toàn bộ tử thi và kiểm tra xem có dấu hiệu bị đầu độc hay không.  
 Thi thể ông Milosevic đã được đưa ra khỏi nhà tù tại Scheveningen, ngoại ô The Hague, và chuyển đến Viện pháp y Hà Lan tại thành phố này, nơi các bác sĩ Hà Lan sẽ tiến hành công tác khám nghiệm tử thi.  
 Một người phát ngôn tòa án cho biết một nhà nghiên cứu bệnh học đến từ Belgrade (Serbia) sẽ giám sát cuộc khám nghiệm theo yêu cầu của Hội đồng quốc gia Serbia hợp tác với The Hague.  
 Borislav Milosevic, anh trai của cựu tổng thống Nam Tư, đã buộc tòa án The Hague chịu trách nhiệm về cái chết của em trai mình do đã không đồng ý cho ông sang Nga chữa bệnh.  
 Tòa án đã bác bỏ cáo buộc này, và nói rằng họ cực kỳ thận trọng trong việc chăm sóc tất cả các nhân chứng và đặc biệt là ông Milosevic.  
 Việc sắp xếp để an táng cho ông Milosevic đang được dàn xếp lần cuối.  
 Một thông cáo báo chí chính thức từ tòa án nói không có dấu hiệu ông Milosevic tự tử. “Tòa án không có trách nhiệm nào trong vụ này”, người phát ngôn tòa án Christian Chartier nói với hãng tin AFP.  
 Tại Moscow, ông Borislav Milosevic nói gia đình ông không tin Hà Lan sẽ thực hiện một cuộc khám nghiệm tử thi công bằng.  
 Thủ tướng Vojislav Kostunica đã gửi lời chia buồn đến gia đình ông Milosevic và đảng của ông nhưng cho biết hiện thời không thể nói thêm điều gì khác.  
  
 ",Khac
"Các nước lên tiếng ủng hộ Kofi Annan 
 Các quốc gia thành viên của Liên Hợp Quốc hôm qua lên tiếng ủng hộ Tổng thư ký Kofi Annan, sau khi một nghị sĩ Mỹ đề nghị ông rời nhiệm sở vì những tranh cãi xung quanh chương trình đổi dầu lấy lương thực.  
 Nga, Anh, Chile, Tây Ban Nga và một số quốc gia khác trong Hội đồng Bảo an cũng như các thành viên khác ủng hộ mạnh mẽ Annan. 54 nước châu Phi đã gửi một lá thư ủng hộ vị tổng thư ký. 
 Phát ngôn viên LHQ Fred Eckhard cho biết: ""Annan không nhận được lời kêu gọi từ chức từ bất kỳ quốc gia thành viên nào. Ông sẽ tiếp tục nhiệm kỳ, còn hai năm một tháng nữa"". 
 Thứ trưởng Ngoại giao Nga Yuri Fedotov hôm thứ ba tuyên bố những lời chỉ trích ông Annan là ""không có căn cứ"".  
 Đại sứ Chile tại LHQ Heraldo Munoz khẳng định: ""Chúng tôi tin tưởng vào sự lãnh đạo của ông ấy"". Còn đại sứ Anh tại LHQ Emyr Jones Parry cho biết nước này ""hoàn toàn ủng hộ hệ thống đa phương, LHQ và tổng thư ký của cơ quan này"". 
 Ông Annan cũng nhận được sự ủng hộ mạnh mẽ của Argentina, Algeria, Colombia, Ai Cập, Italy, Mexico, Marốc, Pakistan, Hàn Quốc, Tây Ban Nha và Thổ Nhĩ Kỳ. 
 Trước đó, Thượng nghị sĩ Mỹ Norm Coleman, Chủ tịch tiểu ban điều tra của Thượng viện Mỹ về chương trình đổi dầu lấy lương thực, viết trên tờ Wall Street Journal hôm thứ tư rằng Annan nên từ chức vì ""sai phạm trầm trọng nhất trong lịch sử LHQ đã xảy ra dưới sự giám sát của ông"". 
 Tuy nhiên, phát ngôn viên Bộ Ngoại giao Mỹ Adam Ereli cho biết họ ủng hộ các cuộc điều tra của quốc hội nhưng không đề cập đến vấn đề từ chức của Kofi Annan. 
 Những cáo buộc về tình trạng tham nhũng trong chương trình Đổi dầu lấy lương thực đã nổi lên hồi tháng giêng và trở nên ầm ĩ thời gian gần đây.  
 Hai tuần trước, tiểu ban điều tra của Coleman đã phát hiện những bằng chứng cho thấy chính phủ của Saddam Hussein đã thu về hơn 21,3 tỷ USD bất hợp pháp bằng cách lách lệnh cấm vận của LHQ đối với Iraq. 
 Hôm thứ hai, Annan nói rằng ông ""rất thất vọng và ngạc nhiên"" trước tin con trai ông nhận tiền của một công ty có hợp đồng với chương trình Đổi dầu lấy lương thực cho đến tận tháng giêng năm nay.  
 Chương trình đổi dầu lấy lương thực được thiết lập năm 1996, theo đó Iraq được phép bán dầu để mua lương thực, thuốc men và các nhu yếu phẩm khác nhằm giảm bớt tình trạng khó khăn do lệnh cấm vận của LHQ mang lại. 
 Nghị sĩ Mỹ kêu gọi Kofi Annan từ chức(02/12/2004) 
 Kofi Annan 'thất vọng' về con trai(30/11/2004) 
 Con trai Kofi Annan bị cáo buộc nhận tiền không rõ ràng(27/11/2004) 
 Nhân viên LHQ tuyên bố ủng hộ Kofi Annan(21/11/2004) 
 Nhân viên LHQ bỏ phiếu bất tín nhiệm ông Annan(20/11/2004) 
  
 ",Khac
" Anh: giao quyền chi tiêu ngân sách cho giới trẻ 
 Bộ trưởng Trẻ em Anh Beverly Hughes nhận xét: ""Chưa bao giờ chính phủ lại đặt nhiều trách nhiệm vào tay của giới trẻ như lần này.  
 Chúng tôi để họ tự quyết định mình cần những hoạt động và cơ sở vật chất gì, bất kể đó là một quán cà phê cho giới trẻ hay trung tâm thể thao, nghệ thuật"".  
 Ngân sách 115 triệu bảng sẽ bắt đầu được đưa vào sử dụng từ tháng 4-2006 và kéo dài trong hai năm, giải ngân thông qua hai quĩ ""Cơ hội cho giới trẻ"" và ""Vốn cho giới trẻ"".  
 Thanh thiếu niên có thể yêu cầu số tiền mình cần thông qua chính quyền địa phương để cải thiện những cơ sở và hoạt động tại khu vực mình sinh sống.  
 Ngoài ra kế hoạch còn đề ra nghĩa vụ của chính quyền địa phương trong việc cam kết cho giới trẻ tiếp cận được nhiều hoạt động tích cực; đưa ra 10 dự án thí điểm cho chương trình Thẻ cơ hội cho giới trẻ - một loại thẻ phát cho tất cả thanh thiếu niên tuổi từ 13 đến 19 để được giảm giá khi mua hàng và sử dụng các dịch vụ dành cho giới trẻ...  
 Bản kế hoạch Youth matters: Next step tổng hợp ý kiến phản hồi của 19.000 thanh thiếu niên Anh về những hoạt động cần thiết cho giới trẻ trong cuộc trưng cầu vào năm ngoái.  
  
 ",Khac
"Đề nghị truy tố giám đốc Sở Giao thông vận tải Hà Nam 
 Công an tỉnh Hà Nam vừa chuyển hồ sơ sang VKS đề nghị truy tố Trương Tôn Khả (giám đốc Sở Giao thông vận tải tỉnh Hà Nam) cùng 2 cấp dưới là Nguyễn Văn Sứ (trưởng phòng tài chính kế toán) và Trần Hòa (trưởng phòng tổ chức hành chính) về tội cố ý làm trái quy định của Nhà nước gây hậu quả nghiêm trọng. 
 Riêng bị can Trần Hòa còn bị truy cứu trách nhiệm hình sự về hành vi tham ô tài sản. 
 Chuẩn bị cho công tác đào tạo, dự thi cấp giấy phép lái môtô hạng A1 năm 2003, ngày 22 và 25/11/2002, Trương Tôn Khả đã ban hành hai văn bản trái quy định Nhà nước là Cơ chế chi phí cho mỗi kỳ sát hạch và Định mức chi phí phục vụ học, thi cấp giấy phép lái xe hạng A1 cho từng khóa. 
 Dưới sự điều hành của Trương Tôn Khả, năm 2003, Trung tâm tư vấn xây dựng giao thông cùng các phòng, ban thuộc Sở Giao thông vận tải Hà Nam đã thu lệ phí đào tạo hơn 1,174 tỷ đồng và lệ phí sát sạch trên 2,01 tỷ đồng của gần 26.100 người dự thi cấp giấy phép lái xe hạng A1.  
 Khoản tiền tỷ trên không được nộp ngân quỹ theo quy định mà theo lệnh của giám đốc đem gửi ở ngân hàng, lấy lãi chuyển cho một số phòng ban của Sở chi tiêu sai nguyên tắc. 
 Giám đốc Trương Tôn Khả còn buông lỏng quản lý, thiếu kiểm tra công tác đào tạo sát hạch cấp giấy phép lái xe A1. Việc này tạo điều kiện cho các sát hạch viên thu tiền lệ phí trái quy định, ""bảo kê"" phần thi lý thuyết, thực hành cho nhiều học viên. 
 Quá trình điều tra còn phát hiện, Trần Hòa dựa vào 2 văn bản trái luật của giám đốc Khả để thu chi trái nguyên tắc, tư lợi cá nhân hơn 14,3 triệu đồng. 
 Các sai phạm của giám đốc Trương Tôn Khả, Trần Hòa nhận được sự giúp sức đắc lực của trưởng phòng tài chính kế toán Nguyễn Văn Sứ. 
  
 ",Khac
" 290 chỉ tiêu kỹ sư chất lượng cao Việt - Pháp 
 Trong đó, Trường ĐH Bách khoa (ĐH Quốc gia TP.HCM) tuyển 110 chỉ tiêu đào tạo các ngành hàng không, cơ - điện tử, hệ thống năng lượng, viễn thông và vật liệu tiên tiến. Trường ĐH Bách khoa (ĐH Đà Nẵng) tuyển 45 SV đào tạo ngành sản xuất tự động hóa.  
 Trường ĐH Bách khoa Hà Nội tuyển 45 chỉ tiêu đào tạo ngành tin học công nghiệp, hệ thống thông tin và truyền thông, hàng không. Trường ĐH Xây dựng Hà Nội tuyển 90 chỉ tiêu đào tạo các ngành cơ sở hạ tầng giao thông, kỹ thuật đô thị, xây dựng công trình biển và ven biển.  
 Thí sinh trúng tuyển vào các trường này, nếu có nguyện vọng cần liên hệ với phòng đào tạo để đăng ký dự tuyển.  
  
 ",Chinhtrixahoi
" Bạn đọc hỗ trợ 170 triệu đồng xây trạm y tế ở Liên Sơn 
 Thị trấn Liên Sơn là tâm điểm của sáu xã vùng cao huyện Văn Chấn, chịu thiệt hại lớn sau cơn lũ quét và bão số 7 vừa qua.  
 Trạm y tế thị trấn Liên Sơn được xây dựng theo tiêu chuẩn quốc gia (mẫu số 1 do Bộ Y tế qui định). Kinh phí 320 triệu đồng, trong đó bạn đọc báo Tuổi Trẻ hỗ trợ 170 triệu đồng để xây dựng khối nhà chính gồm chín phòng (nhà cấp 3 mái bằng). Phía tỉnh Yên Bái và huyện sẽ huy động thêm 150 triệu đồng để xây dựng các hạng mục khác.  
 UBND huyện Văn Chấn đã cấp 2.000m 2 đất tại khu 10, thị trấn Liên Sơn nằm trên trục quốc lộ 32 để xây trạm y tế này và dự kiến sẽ khánh thành vào ngày 30-1-2006.  
 Kể từ sau cơn bão số 7, đây là lần thứ tư báo Tuổi Trẻ chuyển tiền của bạn đọc giúp đỡ đồng bào các dân tộc Yên Bái bị thiệt hại do bão lũ, tổng số tiền ủng hộ trực tiếp và kinh phí xây trạm y tế là 448 triệu đồng.  
 Đại diện Tuổi Trẻ tại Thanh Hóa vừa trao số tiền 2.270.000 đồng của bạn đọc báo tặng em Nguyễn Văn Bảy - nạn nhân chất độc da cam ở thôn Xuân Phụ, xã Hoằng Phụ, huyện Hoằng Hóa, tỉnh Thanh Hóa (nhân vật trong mục Nhịp đời qua ống kính đăng trên Tuổi Trẻ số ra ngày 9-7-2005).  
 Bà Lữ Thị Nhẫn (54 tuổi) mẹ của Bảy, xúc động cho biết: “Đợt trước số tiền bạn đọc tặng (1,9 triệu đồng) gia đình đã dành chữa bệnh cho Bảy. Nhưng căn bệnh ung thư gan quái ác đã đem Bảy đi ngày 22-10 vừa qua”.  
  
 ",Chinhtrixahoi
"Nga đối mặt với khủng hoảng ngân hàng 
 Các ngân hàng Nga hiện từ chối cung cấp tín dụng cho nhau, lãi suất tiền gửi tăng lên song khách hàng vẫn ồ ạt xếp hàng rồng rắn bên ngoài các toà nhà để chờ đến lượt rút tiền. Nhiều người thà vác tiền về để trong nhà còn hơn sợ bị mất trắng trong vài ngày tới. 
 Sau khi Ngân hàng Guta tuyên bố đóng cửa hầu hết các chi nhánh, dân chúng Nga đã lo sợ cuộc khủng hoảng tài chính như hồi những năm 1998 xảy ra. Tâm lý này càng lan rộng hơn khi mới đây Alfa - đại gia thứ tư trong ngành tài chính quyết định áp dụng biện pháp cấp bách là phạt 10% số tiền nếu khách hàng rút trước thời hạn. Cùng lúc, báo chí trích lời một quan chức đứng đầu cơ quan quản lý tài chính Nga tuyên bố 10 ngân hàng nữa có thể sẽ bị đóng cửa trong nay mai. Thông tin được dân chúng chú ý nhất là một số cơ quan thông tin đại chúng tiết lộ họ có trong tay danh sách đen với 27 ngân hàng đang bên bờ vực phá sản. Một loạt sự kiện đó đánh gục những người có lòng tin sắt đá nhất khiến họ vội vã đổ xô đi rút tiền. Kết quả là hệ thống ngân hàng Nga có nguy cơ mất khả năng chi trả. 
 Trên thị trường, đồng rúp mất giá mạnh so với USD. Phiên giao dịch trước 1 USD ăn tới 29,12 rúp - tỷ giá hoán đổi cao nhất kể từ đầu năm tới nay. 
 Trước tình hình này, Chính phủ Nga lên tiếng trấn an dư luận và thực hiện một số liệu pháp nhằm cứu vãn cảnh đổ vỡ có thể xảy ra. Thống đốc ngân hàng Sergei Ignatiev và tổng thống Putin tuyên bố không hề có danh sách đen và khủng hoảng như vậy nhất thời là do tâm lý. Ông Sergei Ignatiev quyết định giảm tỷ lệ dự trữ tiền mặt của các ngân hàng từ 7% xuống 3,5% nhằm tăng khả năng thanh khoản, đồng thời ra tay cứu Guta. Tổng thống Nga ngay sau đó đã triệu tập người đứng đầu hệ thống tài chính tới làm việc nhưng kết quả vẫn trong vòng bí mật. Dư luận đang mong chờ quyết định cứng rắn của ông Putin. 
 Theo các chuyên gia, khủng hoảng rất dễ xảy ra bởi Nga hiện có quá nhiều ngân hàng trong đó phần nhiều là tổ chức tài chính nhỏ tồn tại bằng các hoạt động bất hợp pháp. Theo thống kê sơ bộ, Nga có tới 1.760 tổ chức tài chính trong đó chỉ có 1.300 cơ sở thực sự hoạt động kinh doanh. 
 Một nguyên nhân khác là các ngân hàng có vốn sở hữu quá nhỏ bé. Theo tiêu chuẩn quốc tế các tổ chức này phải đảm bảo mức tối thiểu 8% thì ở Nga chỉ tiêu này là 2%. Hiện 90% ngân hàng ở đây có số vốn dưới 10 triệu USD. Khi người dân phản ứng dây chuyền, mất khả năng thanh toán là nguy cơ dễ nhìn thấy nhất. 
 Xáo trộn trên thị trường tài chính Nga xuất phát từ một sự việc rất nhỏ nhưng như đám cháy lan nhanh. Giữa tháng 5, Sodbiznesbank bị cáo buộc rửa tiền và buộc phải đóng cửa, sau đó một số ngân hàng từ chối cho vay tiền khiến tin đồn về sự phá sản của các quỹ tiền ngày càng lan rộng. Trong khi đó, Chính phủ không hề có động thái can thiệp ngay khiến cuộc khủng hoảng ngày càng hiển hiện rõ nét.  
  
 ",Khac
